Product Name,Product Url,Prices,Rating,Number of Review,Description,FSN,Product_Description,Manufacturer
itel It2171,https://www.flipkart.com/itel-it2171/p/itmffygvnzbzeu6b?pid=MOBFFYCABZG6ZVK8&lid=LSTMOBFFYCABZG6ZVK8CRLMSH&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_6_138&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=74eab383-d199-47dd-875b-560a74e0d576.MOBFFYCABZG6ZVK8.SEARCH&ppt=None&ppn=None&ssid=6hxitkzebk0000001690221390749&qH=532c28d5412dd75b,₹999,4.1,500,"luetooth Tethering, Dual SIM, TFT Display, Primary Camera, Expandable Memory, Radio, Music Player",MOBFFYCABZG6ZVK8,,"Ismartu India Pvt. Ltd. D-197 & 198 Sector 62,Noida Gautam Budh Nagar Pin-201301 Toll free -18004190525."
Snexian GURU 310,https://www.flipkart.com/snexian-guru-310/p/itmf3wby4mynzdtz?pid=MOBGY3U7XYDG5RWC&lid=LSTMOBGY3U7XYDG5RWCN4UJMQ&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_6_139&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=74eab383-d199-47dd-875b-560a74e0d576.MOBGY3U7XYDG5RWC.SEARCH&ppt=None&ppn=None&ssid=6hxitkzebk0000001690221390749&qH=532c28d5412dd75b,₹699,3.3,"1,628",Shop wide range of collection of Guru 310 from the house of Snexian . 1.8 inch display allows for bright and clear images to easily navigate the phone’s menu and Comes with 8 GB. Powered by FM and Bluetooth. Lithium – ion with 800 mAh recharger battery standby time up to 12 hours. We offer 1 Year Warranty of the mobile phone.,MOBGY3U7XYDG5RWC,,snexian mobiles
Micromax X512,https://www.flipkart.com/micromax-x512/p/itmfhwvhrwhxq5tu?pid=MOBG8C3FGAQYHKFK&lid=LSTMOBG8C3FGAQYHKFKLFWUST&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_6_140&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=74eab383-d199-47dd-875b-560a74e0d576.MOBG8C3FGAQYHKFK.SEARCH&ppt=None&ppn=None&ssid=6hxitkzebk0000001690221390749&qH=532c28d5412dd75b,₹975,4.1,63,NA,MOBG8C3FGAQYHKFK,,Bhagwati Products Limited
LAVA A1 2021,https://www.flipkart.com/lava-a1-2021/p/itmc65e39a60ed05?pid=MOBG5JYQZHBMYAQD&lid=LSTMOBG5JYQZHBMYAQD9IMVWT&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_6_141&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=74eab383-d199-47dd-875b-560a74e0d576.MOBG5JYQZHBMYAQD.SEARCH&ppt=None&ppn=None&ssid=6hxitkzebk0000001690221390749&qH=532c28d5412dd75b,"₹1,149",4.1,407,"Get up to 4 days of battery backup with the Lava A1 2021 feature phone. The phone is designed with a pure polycarbonate body to be durable and long-lasting. In addition, it also features wireless FM radio so that you can keep yourself entertained wherever you are.",MOBG5JYQZHBMYAQD,"The Lava A1 2021 feature phone comes with an in-built wireless FM radio to keep you entertained and connected at all times.

Whether you’re facing a power cut at night or travelling in the dark, you can activate the torch of this feature phone with the press of a button and light up your way.

This feature phone comes with a powerful battery that offers long days of backup on a single full charge. It lets you listen to songs, talk to your loved ones, and more without worrying about the battery running out too soon.

This phone’s body is constructed using pure polycarbonate for added durability. So, you can carry this phone along with you on your daily adventures without worrying about its safety.

You can share media and other important files with your friends through this phone as it is Bluetooth enabled.",Lava International Ltd
"REDMI Note 12 (Sunrise Gold, 64 GB)",https://www.flipkart.com/redmi-note-12-sunrise-gold-64-gb/p/itm5d170187bcbf0?pid=MOBGNYHZ7ZGHES2V&lid=LSTMOBGNYHZ7ZGHES2VQILAET&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_6_142&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=74eab383-d199-47dd-875b-560a74e0d576.MOBGNYHZ7ZGHES2V.SEARCH&ppt=None&ppn=None&ssid=6hxitkzebk0000001690221390749&qH=532c28d5412dd75b,"₹13,999",4.1,676,"The stunning Redmi Note 12 has about 7.8 mm thickness and a chic design that makes heads turn wherever you go. It has a large 16.94 cm (6.67) 120 Hz Super AMOLED display that enables you with an immersive viewing experience. With its 1200 Nits brightness, you can view the screen even under the scorching sun. Thanks to the powerful Snapdragon 685 processor this smartphone ensures fast and smooth processing. You can capture attractive photographs with its 50 MP primary camera and 8 MP wide camera. The 13 MP front camera allows you to click stunning selfies.",MOBGNYHZ7ZGHES2V,"The Redmi Note 12 has a thickness of about 7.88 mm which makes it sleek and fits perfectly in your hands. It's chic design is bound to make heads turn anywhere you go.

Thanks to the large 16.94 cm (6.67) 120 Hz Super AMOLED display, you can have an immersive viewing experience on this smartphone. The Redmi Note 12’s 100% DCI-P3 brings every colour to life. It has about 1200 Nits of peak brightness so that you can view the screen clearly even under direct sunlight.

This smartphone ensures a smooth and fast performance, thanks to the powerful Snapdragon 685 processor with 6nm architecture.

This smartphone features a 50 MP primary camera and an 8 MP ultra-wide camera so that you can capture mesmerising photographs. Its 13 MP front camera allows you to take attractive selfies as well.

Owing to its 5000 mAh battery you can use this smartphone all day long and binge-watch your favourite series without worrying about its battery draining. The 33 W fast-charging makes this phone ready for use without having to wait for long.","Xiaomi Technology India Pvt. Ltd., Orchid Blck, EmbassyTech Village, Devarabeesanahalli,Bangalore - 560103, Karnataka"
GFive U873,https://www.flipkart.com/gfive-u873/p/itm7f11a0fcac893?pid=MOBG6KG2K5VD55JQ&lid=LSTMOBG6KG2K5VD55JQKVDEA5&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_6_143&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=74eab383-d199-47dd-875b-560a74e0d576.MOBG6KG2K5VD55JQ.SEARCH&ppt=None&ppn=None&ssid=6hxitkzebk0000001690221390749&qH=532c28d5412dd75b,₹665,3.6,861,G'FIVE U873+ : it is a dual SIM multimedia mobile with 1.8 inch display and camera 0.3 MP 64 MB internal memory which can be expandable up to 16GB through SD Card and 32MB RAM. SIM Card Dual Sim Dual standby Ms model: GSM 2G Network: GPRS Display 1.8-inch 320 x 480$$pixel camera 0.3 Memory card type: TF Max support:16GB Music player: Mp3 Video Mp4 Bluetooth: Support Wireless FM Support Battery 1000 mAh Headphone jack:3.5 mm,MOBG6KG2K5VD55JQ,,gfive india
"SAMSUNG Galaxy F13 (Waterfall Blue, 128 GB)",https://www.flipkart.com/samsung-galaxy-f13-waterfall-blue-128-gb/p/itm85a305642eb7b?pid=MOBGENJWVWYAAVG5&lid=LSTMOBGENJWVWYAAVG5AKPCP0&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_6_144&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=74eab383-d199-47dd-875b-560a74e0d576.MOBGENJWVWYAAVG5.SEARCH&ppt=None&ppn=None&ssid=6hxitkzebk0000001690221390749&qH=532c28d5412dd75b,"₹11,999",4.3,"9,205","Enjoy seamless connectivity and an uninterrupted movie marathon with the impressive Samsung Galaxy F13 that is designed specifically to impress the entertainment fanatics. This smartphone features a terrific 16.62 cm (6.6) FHD+ LCD Display that can effortlessly blow your mind with its incredible performance. Furthermore, this phone boasts a 50 MP Triple Camera setup that allows you to capture awesomeness with a gentle tap. Moreover, the Samsung Galaxy F13 sports up to 8 GB of RAM and features an innovative RAM plus technology that taps into the phone’s internal storage to elevate its performance.",MOBGENJWVWYAAVG5,"The Samsung Galaxy F13 boasts an exceptional 16.62 cm (6.6) FHD+ LCD Display that delivers a cinematic visual experience with stunning picture quality. Thus, you can seamlessly immerse yourself into your favourite movie with enhanced precision.

Thanks to the Gorilla Glass 5 adapted into this smartphone’s screen which protects it from inadvertent falls and scratches. This way you can carry your phone anywhere without any inhibition.

The Samsung Galaxy F13 comes with a monstrous 6000 mAh Battery that supports 15 W Fast Charging, allowing you to binge-watch your favourite TV show and play your favourite game seamlessly.

With the Auto Data Switching feature incorporated in this phone which automatically chooses from the best available network provider, you can enjoy unmatched data connectivity wherever you are and always stay connected to the world.

Driven by up to 8 GB of RAM and sporting an incredible RAM Plus feature that uses the phone’s internal storage and converts into virtual RAM, there is practically no stopping your multitasking ability. This way you can amplify your entertainment quotient significantly.

This phone features a stunning 50 MP Triple Camera setup that helps you to capture mesmerising images with exceptional imagery, allowing you to savour memorable events whenever your heart desires.

Your sensitive and secret data will be safeguarded wherever you go courtesy of the multi-layered Knox security built into this device, which keeps you stress-free at all times.",Samsung India Electroincs Pvt. Ltd.6th FloorDLF CenterSansad Marg New Delhi
"SAMSUNG Galaxy F13 (Waterfall Blue, 128 GB)",https://www.flipkart.com/samsung-galaxy-f13-waterfall-blue-128-gb/p/itm85a305642eb7b?pid=MOBGENJWVWYAAVG5&lid=LSTMOBGENJWVWYAAVG5AKPCP0&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_7_145&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=7913ad94-5e3f-4da4-9233-bec25e66b68b.MOBGENJWVWYAAVG5.SEARCH&ppt=None&ppn=None&ssid=slwxe3hnhc0000001690221393662&qH=532c28d5412dd75b,"₹11,999",4.3,"9,205","Enjoy seamless connectivity and an uninterrupted movie marathon with the impressive Samsung Galaxy F13 that is designed specifically to impress the entertainment fanatics. This smartphone features a terrific 16.62 cm (6.6) FHD+ LCD Display that can effortlessly blow your mind with its incredible performance. Furthermore, this phone boasts a 50 MP Triple Camera setup that allows you to capture awesomeness with a gentle tap. Moreover, the Samsung Galaxy F13 sports up to 8 GB of RAM and features an innovative RAM plus technology that taps into the phone’s internal storage to elevate its performance.",MOBGENJWVWYAAVG5,"The Samsung Galaxy F13 boasts an exceptional 16.62 cm (6.6) FHD+ LCD Display that delivers a cinematic visual experience with stunning picture quality. Thus, you can seamlessly immerse yourself into your favourite movie with enhanced precision.

Thanks to the Gorilla Glass 5 adapted into this smartphone’s screen which protects it from inadvertent falls and scratches. This way you can carry your phone anywhere without any inhibition.

The Samsung Galaxy F13 comes with a monstrous 6000 mAh Battery that supports 15 W Fast Charging, allowing you to binge-watch your favourite TV show and play your favourite game seamlessly.

With the Auto Data Switching feature incorporated in this phone which automatically chooses from the best available network provider, you can enjoy unmatched data connectivity wherever you are and always stay connected to the world.

Driven by up to 8 GB of RAM and sporting an incredible RAM Plus feature that uses the phone’s internal storage and converts into virtual RAM, there is practically no stopping your multitasking ability. This way you can amplify your entertainment quotient significantly.

This phone features a stunning 50 MP Triple Camera setup that helps you to capture mesmerising images with exceptional imagery, allowing you to savour memorable events whenever your heart desires.

Your sensitive and secret data will be safeguarded wherever you go courtesy of the multi-layered Knox security built into this device, which keeps you stress-free at all times.",Samsung India Electroincs Pvt. Ltd.6th FloorDLF CenterSansad Marg New Delhi
"realme C33 2023 (Night Sea, 128 GB)",https://www.flipkart.com/realme-c33-2023-night-sea-128-gb/p/itmd11d6ad894265?pid=MOBGMWBWPNXAPGW4&lid=LSTMOBGMWBWPNXAPGW4ZBMSOB&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_7_146&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=7913ad94-5e3f-4da4-9233-bec25e66b68b.MOBGMWBWPNXAPGW4.SEARCH&ppt=None&ppn=None&ssid=slwxe3hnhc0000001690221393662&qH=532c28d5412dd75b,"₹10,499",4.4,621,NA,MOBGMWBWPNXAPGW4,,"Oppo Mobiles India Private Limited 5th  Floor, Tower-B, Building No. 8, DLF Cyber City, Gurugram, Haryana-122002, India"
"OPPO Reno10 5G (Silvery Grey, 256 GB)",https://www.flipkart.com/oppo-reno10-5g-silvery-grey-256-gb/p/itmdedc9618cea51?pid=MOBGQP3UFZA4KJYV&lid=LSTMOBGQP3UFZA4KJYVA5FVFS&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_7_147&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=en_oNDnoUIE9EuLkt-GW0kruYG2-llgqu19cYLqE5IyBX15ksDyCZhfqGrp2ViXhea6EedVYWBEuWhz4uq4gaIipw%3D%3D&ppt=None&ppn=None&ssid=slwxe3hnhc0000001690221393662&qH=532c28d5412dd75b,"₹32,999",Not Available,0, ,MOBGQP3UFZA4KJYV,"With the improved imaging hardware camera in this Oppo Reno 10 5G smartphone, you can capture impressive pictures in high clarity. When your friends take photos in this camera, they are going to fall in love with your phone and would always wish for your phone’s camera for all their photoshoots. With a 64 MP Main Camera, 32 MP Telephoto Camera, 112-degree ultra-wide-angle camera, and 32 MP ultra-clear selfie camera, this phone has an awesome camera setup to lighten your moods at all times.

With the high-resolution Telephoto Camera available on this mobile, you can take pictures like a pro and create an album with innumerable photos and videos. The camera is equipped with a Sony IMX709 flagship sensor camera that offers professional portrait focal length photography where you can click clear, natural, and vivid portrait images all the time and cherish these memories for years to come.

Beautiful and blurred bokeh backgrounds are just a click away by adjusting the aperture on this phone’s camera. Take high-quality photos as you would take with your DSLR camera and just be surprised with the amazing comments you would receive from your friends and family.

This phone is designed by industry experts and has included an exclusive Portrait mode to capture moments that are worth creating memories. Perfect your every shot with the Portrait Expert Engine and be amazed by the resulting photos that are sure to mesmerise you with its perfection.

This phone has a 50 MP OIS main camera that clicks ultra-clear pictures. The camera on this phone is 112 degrees ultra-wide angle with AutoFocus smart selfie feature that lets you capture beautiful pictures of yourself and groups. Record 4K ultra-clear video whenever you are in the mood to take short videos, create reels, or simply record an event or a session.

The 3D curved design of this Oppo Reno 10 5G smartphone brings richness to the overall aesthetics of this phone. You are sure to attract onlookers with its sheer beauty, smooth contours that just fits right on your palm.

This phone delivers rock-solid performance and feels as light as a feather. The sleek design of the phone and its slim structure simply create a style statement. It weighs only about 185g and is about 7.99 mm in thickness.

Experience the ultimate comfort and convenience of scrolling through apps on this 3D curved Oppo Reno 10 smartphone. This phone is indeed an unmatched combination of comfort and elegance that you would always want to hold in your hands.

Powered with a 5000 mAh battery, this phone is a powerhouse of energy and can run for an entire day. Along with this device, you get a 67 W flash charger that can charge from 0 to 31% in just 10 minutes. The Battery Health Engine in this phone increases your battery durability by up to 4 years. With just 5 minutes of charging your phone, you can have 3.5 hours of video playback time.

Experience unbelievably smooth and quick performance with the MediaTek Dimensity 7050 SoC Processor. Effortlessly stream applications and scroll through apps swiftly at a lightning-fast speed. You get 8 GB of RAM that can be expandable up to 8 GB and vast storage space of 256 GB.

To let you use a smooth-running phone that can keep pace with your lifestyle and changing needs even after 48 months of use, Oppo has designed an interesting system-level technology that improves your stability and fluency greatly. This Oppo smartphone comes with TUV SUD 48-Month Fluency Rating A"" with 16 times memory access capability. You will also be able to run 40+ active apps in the background.

With loud and dual stereo speakers, you can hear your favourite music in full sound. These speakers are so powerful that they provide an immersive sound experience where every note and every rhythm comes alive.

You can work across different devices smoothly and seamlessly and can also screencast or share apps, files, content, notifications, etc., across your Oppo PC, phone, and Oppo Pads.

With IR remote control, you can easily control the smart appliances in your home with your phone. You can also change the settings of devices, change the speed of the fan, turn off lights, ACs, etc., right from your phone and get the complete control of your environment in your hands with the IR remote control.

With the smart Always-on-Display feature, you can receive notifications in real-time and also get information about your orders and takeaways. You also get to seamlessly connect to the music playlist with the Always-On-Display functionality that ensures uninterrupted connectivity even when your device is locked.

With the Auto Pixelate feature available on this smartphone, you can now protect your privacy while still being able to stay social. You can easily pixelate avatars and names on a single click when you share screenshots from your phone.","OPPO Mobiles India Private Limited Plot No.1, Sector Ecotech: VII, Greater Noida, Uttar Pradesh 201306"
"SAMSUNG Galaxy F23 5G (Forest Green, 128 GB)",https://www.flipkart.com/samsung-galaxy-f23-5g-forest-green-128-gb/p/itm4001e68fda319?pid=MOBGBKQF3QM4GHWN&lid=LSTMOBGBKQF3QM4GHWNJ56YXY&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_7_148&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=7913ad94-5e3f-4da4-9233-bec25e66b68b.MOBGBKQF3QM4GHWN.SEARCH&ppt=None&ppn=None&ssid=slwxe3hnhc0000001690221393662&qH=532c28d5412dd75b,"₹16,999",4.3,"15,390","Bring home the efficient Samsung Galaxy F23 5G mobile phone that comes with a myriad of impeccable features, including fast operation, versatility, and flawless gaming experience. This phone comes with a 16.25 (6.4) Full HD+ Infinity-U Display with a refresh rate of up to 120 Hz so that you can enjoy smooth multitasking and vibrant visuals. Driven by a Snapdragon 750G processor, this mobile phone turns your gaming session intense and productive. Thanks to the Auto Data Switching feature of this phone, you can switch to a secondary SIM network when the primary SIM loses its network. Moreover, the integrated Power Cool technology of this phone allows your phone to stay cool well even when used for long hours.",MOBGBKQF3QM4GHWN,"Powered by an efficient Qualcomm Snapdragon 750G processor, the Samsung Galaxy F23 5G mobile phone allows you to multitask between multiple applications and play games with negligible latency, thereby amplifying your efficiency.

This 5G smartphone comes with a unique feature that lets you increase the amount of RAM capacity to up to 12 GB, thus allowing you to multitask between gaming, streaming movies, chatting and much more, all at once.

Featuring a Voice Focus system, this smartphone allows you to eliminate the loud background noise, so that you can enjoy clear audio during voice and video calls.

Incorporating a Power Cool technology, it helps to keep your phone cool even when you are engaged to binge gaming sessions for extended hours.

This Samsung smartphone comes with a blazing-fast refresh rate of up to 120 Hz so that you can enjoy a smooth and flawless user experience. Also, the Gorilla Glass 5 display offers an extra layer of sturdiness, hence keeping your phone protected from minor drops and scratches. Furthermore, it features an immersive 16.72 cm (6.6) Full HD+ Infinity-U Display to render a panoramic viewing experience.

This smartphone is equipped with an Auto Data Switch feature that facilitates an automatic switch over to your secondary SIM when the primary SIM loses its network thus ensuring that you remain connected from any location.

Its 50MP triple camera set up with 123-degree ultra-wide vision helps to capture stunning pictures with exceptional imagery.

Thanks to the Galaxy 5G-12 Bands support, you can enjoy downloading, uploading, streaming, and sharing your favourite content anytime at a lightning-fast speed.

Boasting a 5000 mAh battery and a 25 W fast charging support, this smartphone allows you to go about playing games and enjoying your movie marathon without having to charge your phone constantly. Also, it comes with an environment-friendly Type-C to Type-C cord so that you can get efficient and fast charging of your phone.

Featuring a premium matte-finish design, this smartphone is sure to mesmerise you with its fascinating appearance wherever you go.",Samsung India Electroincs Pvt. Ltd.6th FloorDLF CenterSansad Marg New Delhi
"SAMSUNG Galaxy F14 5G (GOAT Green, 128 GB)",https://www.flipkart.com/samsung-galaxy-f14-5g-goat-green-128-gb/p/itm538a06ee7dc98?pid=MOBGNBFN6EZTDAPU&lid=LSTMOBGNBFN6EZTDAPU7HAR6Q&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_7_149&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=7913ad94-5e3f-4da4-9233-bec25e66b68b.MOBGNBFN6EZTDAPU.SEARCH&ppt=None&ppn=None&ssid=slwxe3hnhc0000001690221393662&qH=532c28d5412dd75b,"₹13,990",4.2,722,"The Samsung Galaxy F14 smartphone uses a segment-only 5nm processor that enables you with easy multitasking, gaming, and much more. It has a 6000 mAh battery that will last you for up to 2 days on a single charge. Thanks to the 5G connectivity, you can enjoy high speed browsing on this smartphone. It has a large display of about 16.72 cm (6.5) full HD+ display that enables you with immersive viewing. The 12 GB of RAM with RAM Plus offers enough storage space to store all your data. This smartphone’s OS updates and security updates keeps you updated and protected.",MOBGNBFN6EZTDAPU,"Thanks to the segment-only 5nm processor featured in this smartphone you can enjoy enhanced performance with easy multitasking and gaming.

This smartphone features a 6000 mAh battery supported by 25 W fast charging that lasts up to 2 days on a single charge so that you can binge-watch all night long.

The Samsung Galaxy F14 smartphone has 5G - 13 bands connectivity for fast, easy, and smooth browsing.

This smartphone features a 16.72 cm (6.5) full HD+ gorilla glass 5 display so that you can enjoy immersive viewing and also keep your phone protected.

The Android 13 features One UI core 5.1 that allows you to personalise your smartphone according to your preferences.

This smartphone has 2 times OS upgrades and 4 times security updates so that your smartphone always stays updated and protected.

You can capture mesmerising photographs with this smartphone’s 50 MP rear camera and attractive selfies with its 13 MP front camera.

The Samsung Galaxy F14 features a fingerprint sensor and also a secure folder so that all your data stays protected.

The voice focus feature of this smartphone removes the noise and enhances your voice so that you can enjoy noise-free calling every time.

This smartphone features the Samsung wallet so that you can make cashless transactions with ease.

This smartphone has 12 GB of RAM with RAM Plus so that you have enough storage space to store all your data.",Samsung India Electroincs Pvt. Ltd.6th FloorDLF CenterSansad Marg New Delhi
SAMSUNG Guru Music 2,https://www.flipkart.com/samsung-guru-music-2/p/itm2c9ea56f8959f?pid=MOBG9UNGRAUHZEUH&lid=LSTMOBG9UNGRAUHZEUHIN2NQS&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_7_150&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=7913ad94-5e3f-4da4-9233-bec25e66b68b.MOBG9UNGRAUHZEUH.SEARCH&ppt=None&ppn=None&ssid=slwxe3hnhc0000001690221393662&qH=532c28d5412dd75b,"₹2,899",4.3,"18,950","Guru Music 2 comes with a large 5.08cm (2) screen and a vibrant display, which enhances your viewing experience. Also, a sleek design makes it extremely attractive and easy to use.
With a 16GB expandable memory, you can store up to 3,000 songs and listen to your favourite playlists all day long. Guru Music 2’s dedicated play-pause button, advanced MP3 player and powerful loudspeakers let you start a party anytime, anywhere.",MOBG9UNGRAUHZEUH,,Samsung India
"POCO X5 5G (Jaguar Black, 256 GB)",https://www.flipkart.com/poco-x5-5g-jaguar-black-256-gb/p/itm72b2f2656bf5a?pid=MOBGNBFBZBKUEVM6&lid=LSTMOBGNBFBZBKUEVM6ITBYV6&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_7_151&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=7913ad94-5e3f-4da4-9233-bec25e66b68b.MOBGNBFBZBKUEVM6.SEARCH&ppt=None&ppn=None&ssid=slwxe3hnhc0000001690221393662&qH=532c28d5412dd75b,"₹17,999",4.1,318,"The innovative features of the POCO X5 5G smartphone mesmerises you with its faultless performance as it delivers top functionality. The POCO X5 5G's Snapdragon 695 5G chipset and octa-core Qualcomm Kryo 660 CPU, which offers a clock speed of up to 2.2 GHz, enable great gaming performance thanks to a built-in 6 nm technology. Moreover, the large 16.94 cm (6.67) FHD+ AMOLED Display can surprise you with its immersive viewing experience. A refresh rate of 120 Hz allows for very smooth navigation. Furthermore, this phone includes a 33 W quick charger in the box to guarantee that you always have enough power for the day and can continue to function normally.",MOBGNBFBZBKUEVM6,"You can enjoy the benefits of seamless networking with Dual 5G and support for 7 5G bands with the POCO X5 5G. All Indian 5G carriers are supported straight out of the box with this phone, which is designed for India.

With a built-in 6 nm processor, the POCO X5 5G's Snapdragon 695 5G chipset and octa-core Qualcomm Kryo 660 CPU, which has a clock speed of up to 2.2 GHz, let you enjoy outstanding gaming performance. You can furthermore enjoy fast, low-latency connections that allow for streamlined efficiency and entertainment.

You'll be astounded by the immersive viewing experience provided by the enormous 16.94 cm (6.67) FHD+ AMOLED Display. Your navigation encounter can be incredibly smooth with a refresh rate of 120 Hz. You won't miss a thing with a full intensity of 1200 nits. Also, you can appreciate deep blacks and highly realistic colours thanks to its 4,500,000:1 contrast ratio. Moreover, the phone's display is shielded by Corning Gorilla Glass which makes this phone extremely durable.

The POCO X5 5G is not only gorgeous to look at, but it's also incredibly thin and light at just 7.98 mm and 188 g. Also, it has an IP53 rating, meaning it can easily handle spills and dust which makes it versatile and sustainable.

Your photography skills can expand your horizons thanks to the triple camera array of the X5 5G. The 8 MP ultra-wide camera allows you to encapsulate your surroundings in a simple tap, making it ideal for taking epic landscape photos and taking group selfies. Moreover, the 48 MP AI camera captures incredible detail and bright colours in every snap, setting your social media game on fire.

The POCO X5 5G has the tried-and-true, highly optimised traditional 5000 mAh battery that can exceed your demands, enabling you to stay productive throughout. Moreover, the Snapdragon 695's 6 nm TSMC design makes the phone exceptionally efficient, ensuring that every last bit of battery life is utilised.

The POCO X5 5G is a true performer that is designed to elevate your efficiency while maintaining your productivity constantly. In order to make sure that you always have enough power for the day, this phone incorporates a 33 W rapid charger in the package, which ensures that you can be alive and kicking in a jiffy.","Xiaomi Technology India Pvt. Ltd., Orchid Blck, EmbassyTech Village, Devarabeesanahalli,Bangalore - 560103, Karnataka"
"REDMI Note 12 (Lunar Black, 64 GB)",https://www.flipkart.com/redmi-note-12-lunar-black-64-gb/p/itm6756d6e7a86be?pid=MOBGNYHZJGGE3ZHM&lid=LSTMOBGNYHZJGGE3ZHMWSTXBO&marketplace=FLIPKART&q=mobile&store=tyy%2F4io&srno=s_7_152&otracker=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_2_na_na_ps&fm=organic&iid=7913ad94-5e3f-4da4-9233-bec25e66b68b.MOBGNYHZJGGE3ZHM.SEARCH&ppt=None&ppn=None&ssid=slwxe3hnhc0000001690221393662&qH=532c28d5412dd75b,"₹13,999",4.1,676,"The stunning Redmi Note 12 has about 7.8 mm thickness and a chic design that makes heads turn wherever you go. It has a large 16.94 cm (6.67) 120 Hz Super AMOLED display that enables you with an immersive viewing experience. With its 1200 Nits brightness, you can view the screen even under the scorching sun. Thanks to the powerful Snapdragon 685 processor this smartphone ensures fast and smooth processing. You can capture attractive photographs with its 50 MP primary camera and 8 MP wide camera. The 13 MP front camera allows you to click stunning selfies.",MOBGNYHZJGGE3ZHM,"The Redmi Note 12 has a thickness of about 7.88 mm which makes it sleek and fits perfectly in your hands. It's chic design is bound to make heads turn anywhere you go.

Thanks to the large 16.94 cm (6.67) 120 Hz Super AMOLED display, you can have an immersive viewing experience on this smartphone. The Redmi Note 12’s 100% DCI-P3 brings every colour to life. It has about 1200 Nits of peak brightness so that you can view the screen clearly even under direct sunlight.

This smartphone ensures a smooth and fast performance, thanks to the powerful Snapdragon 685 processor with 6nm architecture.

This smartphone features a 50 MP primary camera and an 8 MP ultra-wide camera so that you can capture mesmerising photographs. Its 13 MP front camera allows you to take attractive selfies as well.

Owing to its 5000 mAh battery you can use this smartphone all day long and binge-watch your favourite series without worrying about its battery draining. The 33 W fast-charging makes this phone ready for use without having to wait for long.","Xiaomi Technology India Pvt. Ltd., Orchid Blck, EmbassyTech Village, Devarabeesanahalli,Bangalore - 560103, Karnataka"
